MPN	SE_MAN_NAME	MFG	CS_STATUS	SCRUB_STATUS	SCRUBBING_STANDARD_COMMENT	SCRUB_URL_COMMENT_ONLINE	SCRUB_URL_COMMENT_FILE_PATH	SCRUB_DS	SCRUB_DS_FILE_PATH	PRODUCT_URL PAGE	TAX_PATH	SE_PART	SE_SUPPLIER	SCRUBBING_ADDITIONAL_COMMENT	CUSTOMER_DESCRIPTION	SCRUB_DS_SOURCE	SCRUB_DS_FILE_TYPE	SCRUB_URL_COMMENT_SOURCE	SCRUB_URL_COMMENT_FILE_TYPE	SOURCING_TASKS_NAME	TRIGGER_Name	SCRUBBING_TASK
MAX25601AATJ/VY+	APM HEXSEAL	APM HEXSEAL	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25601BAUI/V+	APM HEXSEAL	APM HEXSEAL	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25601CATJ/VY+	APM HEXSEAL	APM HEXSEAL	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25601DAUI/V+	APM HEXSEAL	APM HEXSEAL	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25430AATLF/V+	"ASI Semiconductor, Inc"	"ASI Semiconductor, Inc"	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX32663AGTGFS+	"ASI Semiconductor, Inc"	"ASI Semiconductor, Inc"	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25210ATAD8/V+	"ASI Semiconductor, Inc"	"ASI Semiconductor, Inc"	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25220ATJ/V+	"ASI Semiconductor, Inc"	"ASI Semiconductor, Inc"	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25221ATJ/V+	"ASI Semiconductor, Inc"	"ASI Semiconductor, Inc"	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25221BATJ/V+	"ASI Semiconductor, Inc"	"ASI Semiconductor, Inc"	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX25221CATJ/V+	"ASI Semiconductor, Inc"	"ASI Semiconductor, Inc"	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX77932CEWO+	Abracon	Abracon	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX77961BEVKIT12#	Abracon	Abracon	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX77961EVKIT-06#	Abracon	Abracon	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX77757JEFG435+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX77751DEFG+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX77751FEFG+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX15004CAUE/V+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX15004DAUE/V+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX15005DAUE/V+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX22007ETN+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX20340EVKIT#	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX20446CEVKIT#	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX20457ATIG/VY+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
DG1209EUE+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX11947GTP+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
DG1208EUE+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
DS28S60EVKIT#	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX17693BATC+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX17701ATG+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX17701EVKITA#	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX17693AATC+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX20408AFOE/VY+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX20790GFC+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
MAX32670GTL+	Adafruit Industries	Adafruit Industries	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
